#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-10T18:53:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60997c9c16b320	
#INFO	-out.max=9999	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=9999
#-order=I
#-out.src=II/7A/catalog
#-nav=cat:II/7A&tab:{II/7A/catalog}&key:source=II/7A/catalog&HTTPPRM:&&-ref=VIZ60997c9c16b320&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=JP11&-out=LID&-out=n_LID&-out=I&-sort=I&-out=ref&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/7A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=II/7A/catalog
#-out=JP11
#-out=LID
#-out=n_LID
#-out=I
#-out=ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_2007
#Name: II/7A
#Title: UBVRIJKLMNH Photoelectric Catalogue (Morel+ 1978)
#Table	II_7A_catalog:
#Name: II/7A/catalog
#Title: Catalog Data
#Column	JP11	(A6)	Johnson Photometry 11 colours number	[ucd=meta.id]
#Column	LID	(F11.8)	Coded identification number	[ucd=meta.id;meta.main]
#Column	n_LID	(A1)	[ DSV%1-3] Suffix to LID	[ucd=meta.note]
#Column	I	(F6.3)	? I magnitude: 0.88, 0.87 um	[ucd=phot.mag;em.opt.I]
#Column	ref	(I4)	[8001,8154] Reference number (see file: refs)	[ucd=meta.id]
#Column	_RA	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (declination part)	[ucd=pos.eq.dec;meta.main]
JP11;LID;n_LID;I;ref;_RA;_DE
  1365; 1.00044458; ; 5.290;8062;095.35298;-11.77324
  1371; 1.00044478; ;-0.080;8029;095.74011;+22.51359
  1371; 1.00044478; ;-0.080;8057;095.74011;+22.51359
  1373; 1.00044537; ; 2.280;8057;096.22459;+49.28789
  1374; 1.00044691; ; 5.320;8029;096.60765;+56.28510
  1375; 1.00044743; ; 2.350;8029;095.67494;-17.95592
  1375; 1.00044743; ;      ;8132;095.67494;-17.95592
  1377; 1.00044762; ; 2.710;8029;095.52845;-33.43640
  1378; 1.00044769;D; 4.020;8029;095.94202;+04.59286
  1379; 1.00044896; ;      ;8154;095.72403;-33.61460
  1380; 1.00044984;V; 3.120;8029;096.36739;+14.72199
  1381; 1.00045166; ;      ;8111;096.57980;+07.97446
  1382; 1.00045229; ; 5.250;8041;095.73261;-56.36997
  1382; 1.00045229; ; 5.260;8121;095.73261;-56.36997
  1384; 1.00045348; ;-1.190;8029;095.98796;-52.69566
  1384; 1.00045348; ;-1.130;8037;095.98796;-52.69566
  1384; 1.00045348; ;      ;8132;095.98796;-52.69566
  1387; 1.00045542; ; 4.280;8029;097.24078;+20.21213
  1388; 1.00045677; ; 8.010;8062;097.07259;-13.05309
  1388; 1.00045677; ;      ;8111;097.07259;-13.05309
  1390; 1.00045725;D; 3.930;8029;097.20042;-07.03250
  1390; 1.00045725;D;      ;8111;097.20042;-07.03250
  1392; 1.00045813; ; 4.700;8029;097.04253;-32.58007
  1393; 1.00045871; ;      ;8111;097.16351;-32.37128
  1394; 1.00045910; ;      ;8111;097.63724;+05.86700
  1394; 1.00045910; ;      ;8142;097.63724;+05.86700
  1394; 1.00045910; ; 5.720;8062;097.63724;+05.86700
  1394; 1.00045910; ; 5.770;8062;097.63724;+05.86700
  1394; 1.00045910; ; 5.780;8062;097.63724;+05.86700
  1399; 1.00046040; ;      ;8154;097.30044;-40.38026
  1400; 1.00046283; ; 6.950;8121;098.06315;-07.40800
  1401; 1.00046300; ; 4.360;8029;098.22595;+07.33296
  1401; 1.00046300; ;      ;8111;098.22595;+07.33296
  1403; 1.00046407; ; 5.010;8029;098.19531;-11.16638
  1403; 1.00046407; ;      ;8154;098.19531;-11.16638
  1405; 1.00046687; ; 1.890;8029;099.13682;+38.44550
  1406; 1.00046933; ; 4.520;8029;098.76412;-22.96479
  1407; 1.00047072; ; 6.680;8121;099.26454;+05.51939
  1408; 1.00047105; ; 1.870;8029;099.42792;+16.39925
  1408; 1.00047105; ;      ;8083;099.42792;+16.39925
  1408; 1.00047105; ;      ;8132;099.42792;+16.39925
  1411; 1.00047174; ; 3.290;8029;099.83261;+42.48888
  1412; 1.00047205; ; 2.620;8029;099.17099;-19.25588
  1412; 1.00047205; ;      ;8132;099.17099;-19.25588
  1414; 1.00047306; ; 4.200;8037;098.74408;-52.97561
  1415; 1.00047442; ; 2.960;8029;099.47259;-18.23748
  1416; 1.00047667; ; 3.050;8029;099.81966;-14.14576
  1417; 1.00047670; ; 3.240;8029;099.44030;-43.19593
  1417; 1.00047670; ;      ;8132;099.44030;-43.19593
  1419; 1.00048099; ; 6.350;8029;100.49680;+06.34542
  1420; 1.00048250;D; 4.720;8029;101.55888;+59.44167
  1421; 1.00048329; ; 1.410;8029;100.98302;+25.13112
  1422; 1.00048433; ; 3.030;8029;100.99705;+13.22802
  1423; 1.00048737; ; 2.740;8029;101.32235;+12.89559
  1424; 1.00048754; ; 8.000;8121;101.19009;-04.39356
  1425; 1.00048915; ;      ;8002;101.28716;-16.71612
  1425; 1.00048915; ;      ;8004;101.28716;-16.71612
  1425; 1.00048915; ;-1.430;8029;101.28716;-16.71612
  1425; 1.00048915; ;-1.430;8039;101.28716;-16.71612
  1425; 1.00048915; ;      ;8132;101.28716;-16.71612
  1430; 1.00048948; ;      ;8130;102.48760;+60.33554
  1431; 1.00049161; ; 3.030;8097;101.83263;+08.03725
  1432; 1.00049293; ; 3.120;8029;101.96521;+02.41216
  1433; 1.00049296; ; 6.980;8057;101.84493;-09.96198
  1434; 1.00049641; ;      ;8154;102.37270;+03.69172
  1435; 1.00049878; ; 2.820;8029;105.01682;+76.97741
  1436; 1.00049960; ; 6.950;8153;102.41894;-31.25912
  1437; 1.00050013; ; 4.250;8029;102.46025;-32.50848
  1437; 1.00050013; ; 4.120;8049;102.46025;-32.50848
  1437; 1.00050013; ;      ;8111;102.46025;-32.50848
  1437; 1.00050013; ; 4.140;8062;102.46025;-32.50848
  1437; 1.00050013; ; 3.760;8062;102.46025;-32.50848
  1442; 1.00050019; ; 3.420;8029;103.19724;+33.96125
  1443; 1.00050091; ;      ;8111;102.75981;-13.23176
  1444; 1.00050138; ;      ;8111;102.88916;-06.96651
  1445; 1.00050241; ; 2.900;8037;102.04772;-61.94139
  1446; 1.00050310; ; 1.490;8037;102.48403;-50.61456
  1446; 1.00050310; ; 1.470;8050;102.48403;-50.61456
  1448; 1.00050337; ; 3.260;8037;102.46381;-53.62245
  1449; 1.00050462; ; 6.740;8121;103.22787;-12.15453
  1450; 1.00050522;D; 3.260;8029;104.31919;+58.42276
  1450; 1.00050522;D;      ;8130;104.31919;+58.42276
  1450; 1.00050522;D;      ;8134;104.31919;+58.42276
  1453; 1.00050635;D; 4.130;8029;103.66098;+13.17783
  1454; 1.00050643; ; 6.200;8121;103.34100;-18.93284
  1455; 1.00050658; ;      ;8111;104.13357;+46.27400
  1456; 1.00050778; ; 2.170;8029;103.54749;-12.03863
  1456; 1.00050778; ;      ;8132;103.54749;-12.03863
  1458; 1.00050820; ; 4.260;8049;103.67518;-01.75649
  1458; 1.00050820; ; 4.790;8062;103.67518;-01.75649
  1458; 1.00050820; ; 4.690;8062;103.67518;-01.75649
  1458; 1.00050820; ; 4.820;8062;103.67518;-01.75649
  1462; 1.00050973; ; 4.840;8029;104.40461;+45.09409
  1463; 1.00051106; ; 7.020;8121;103.97604;-01.58537
  1464; 1.00051199;D; 4.120;8029;103.90596;-20.13650
  1465; 1.00051208; ; 3.290;8029;103.61118;-42.36557
  1465; 1.00051208; ; 3.390;8037;103.61118;-42.36557
  1465; 1.00051208; ; 3.390;8050;103.61118;-42.36557
  1468; 1.00051480; ;      ;8111;104.28909;-10.82446
  1469; 1.00051585; ;      ;8111;104.62625;+16.32361
  1470; 1.00051799; ; 2.290;8029;104.06663;-48.72114
  1471; 1.00052005; ; 3.590;8057;105.06593;+16.07900
  1471; 1.00052005; ; 3.590;8097;105.06593;+16.07900
  1473; 1.00052089; ; 1.800;8029;104.65645;-28.97208
  1474; 1.00052437; ; 6.790;8049;105.08068;-22.11906
  1474; 1.00052437; ; 6.840;8062;105.08068;-22.11906
  1474; 1.00052437; ; 6.820;8062;105.08068;-22.11906
  1474; 1.00052437; ; 6.810;8062;105.08068;-22.11906
  1478; 1.00052918; ; 5.250;8029;105.72824;-04.23923
  1479; 1.00053047; ; 2.570;8037;105.21452;-51.40258
  1480; 1.00053179;V;      ;8111;105.92984;-11.55172
  1480; 1.00053179;V;      ;8140;105.92984;-11.55172
  1480; 1.00053179;V;      ;8140;105.92984;-11.55172
  1480; 1.00053179;V;      ;8140;105.92984;-11.55172
  1480; 1.00053179;V;      ;8140;105.92984;-11.55172
  1485; 1.00053367; ;      ;8111;106.10638;-10.45437
  1486; 1.00053501; ; 3.460;8037;104.96057;-67.91644
  1487; 1.00053704; ; 4.880;8121;106.01164;-42.33728
  1488; 1.00053705;D; 4.710;8029;105.98882;-43.60804
  1489; 1.00053791;V; 5.580;8038;106.83864;+22.70354
  1489; 1.00053791;V; 5.230;8048;106.83864;+22.70354
  1491; 1.00053975; ;      ;8083;106.64986;-12.39395
  1491; 1.00053975; ;      ;8111;106.64986;-12.39395
  1493; 1.00054309; ; 5.960;8049;106.84411;-23.84072
  1493; 1.00054309; ; 6.080;8062;106.84411;-23.84072
  1493; 1.00054309; ; 5.820;8062;106.84411;-23.84072
  1493; 1.00054309; ; 6.080;8062;106.84411;-23.84072
  1497; 1.00054361; ; 3.510;8141;107.01432;-11.92328
  1498; 1.00054627; ; 7.440;8153;106.81592;-46.61667
  1499; 1.00054719; ; 2.830;8029;107.78488;+30.24516
  1500; 1.00054810; ; 3.610;8029;107.55701;-04.23711
  1500; 1.00054810; ;      ;8132;107.55701;-04.23711
  1502; 1.00054858; ;      ;8111;107.54729;-09.33630
  1503; 1.00054893; ; 5.050;8029;107.21278;-39.65566
  1504; 1.00055185; ; 4.080;8029;107.96608;-00.49276
  1505; 1.00055865; ; 2.420;8037;107.18694;-70.49893
  1506; 1.00055892; ; 3.950;8029;108.14011;-46.75930
  1507; 1.00056014;V; 4.730;8029;108.56338;-26.35251
  1507; 1.00056014;V; 4.730;8049;108.56338;-26.35251
  1507; 1.00056014;V; 4.820;8062;108.56338;-26.35251
  1507; 1.00056014;V; 4.720;8049;108.56338;-26.35251
  1507; 1.00056014;V; 4.800;8062;108.56338;-26.35251
  1507; 1.00056014;V; 4.860;8062;108.56338;-26.35251
  1513; 1.00056096;V; 0.010;8029;108.38466;-44.63974
  1513; 1.00056096;V; 0.050;8037;108.38466;-44.63974
  1513; 1.00056096;V; 0.710;8050;108.38466;-44.63974
  1516; 1.00056139; ; 3.900;8029;108.70273;-26.77267
  1516; 1.00056139; ; 4.200;8049;108.70273;-26.77267
  1516; 1.00056139; ;      ;8111;108.70273;-26.77267
  1516; 1.00056139; ;      ;8132;108.70273;-26.77267
  1516; 1.00056139; ; 3.800;8062;108.70273;-26.77267
  1516; 1.00056139; ; 3.670;8062;108.70273;-26.77267
  1516; 1.00056139; ; 3.860;8062;108.70273;-26.77267
  1523; 1.00056169; ; 4.840;8029;109.63324;+49.46476
  1524; 1.00056438; ; 6.590;8153;108.65170;-47.13495
  1525; 1.00056456; ; 4.850;8029;108.65892;-48.27193
  1526; 1.00056537; ; 3.410;8029;109.52324;+16.54038
  1526; 1.00056577; ; 2.500;8029;109.15347;-23.31559
  1528; 1.00056731; ; 5.960;8041;109.23840;-30.89701
  1528; 1.00056731; ; 5.960;8121;109.23840;-30.89701
  1530; 1.00056847; ;      ;8111;109.54016;-15.62832
  1531; 1.00056855; ; 0.550;8029;109.28565;-37.09747
  1531; 1.00056855; ;      ;8132;109.28565;-37.09747
  1533; 1.00056986;D; 2.990;8029;110.03074;+21.98232
  1534; 1.00057060;V; 5.080;8029;109.66825;-24.55870
  1535; 1.00057150; ; 4.620;8029;109.57664;-36.73396
  1535; 1.00057150; ; 4.610;8049;109.57664;-36.73396
  1535; 1.00057150; ; 4.550;8062;109.57664;-36.73396
  1535; 1.00057150; ; 4.640;8062;109.57664;-36.73396
  1535; 1.00057150; ; 4.600;8062;109.57664;-36.73396
  1540; 1.00057219; ; 5.380;8029;109.65911;-36.74273
  1541; 1.00057623; ; 2.930;8037;109.20760;-67.95715
  1541; 1.00057623; ;      ;8132;109.20760;-67.95715
  1543; 1.00057821; ; 4.940;8029;110.55637;-19.01660
  1544; 1.00058142; ; 4.700;8029;111.67855;+49.21153
  1545; 1.00058207; ; 2.520;8029;111.43165;+27.79808
  1546; 1.00058343; ; 5.350;8049;111.16745;-16.20147
  1546; 1.00058343; ; 5.190;8062;111.16745;-16.20147
  1546; 1.00058343; ; 4.920;8062;111.16745;-16.20147
  1546; 1.00058343; ; 5.350;8062;111.16745;-16.20147
  1550; 1.00058367; ; 3.760;8029;111.41207;+09.27610
  1551; 1.00058521; ; 1.960;8057;112.04838;+45.99061
  1552; 1.00058552; ; 6.310;8121;111.61578;+10.60807
  1553; 1.00058715; ; 2.960;8029;111.78768;+08.28932
  1553; 1.00058715; ;      ;8132;111.78768;+08.28932
  1555; 1.00058946; ; 3.670;8029;112.27800;+31.78455
  1555; 1.00058946; ;      ;8083;112.27800;+31.78455
  1557; 1.00058972; ; 2.400;8029;112.04081;+08.92553
  1557; 1.00058972; ;      ;8132;112.04081;+08.92553
  1559; 1.00059294; ; 3.010;8029;112.44910;+12.00656
  1560; 1.00059612; ; 4.300;8029;112.46422;-23.02429
  1561; 1.00059717; ; 1.120;8029;112.30763;-43.30143
  1562; 1.00059890; ; 3.510;8029;112.67751;-30.96228
  1563; 1.00060179;3; 6.670;8008;113.64946;+31.88828
  1563; 1.00060179;D; 1.530;8029;113.64946;+31.88828
  1565; 1.00060522; ; 1.910;8029;113.98061;+26.89574
  1565; 1.00060532; ; 3.670;8029;113.51325;-22.29607
  1567; 1.00060606; ; 5.430;8049;113.46268;-36.33839
  1567; 1.00060606; ; 5.340;8062;113.46268;-36.33839
  1567; 1.00060606; ; 5.310;8062;113.46268;-36.33839
  1570; 1.00060848; ;      ;8111;114.27388;+16.90425
  1571; 1.00060863; ; 4.750;8029;113.84539;-28.36932
  1572; 1.00061110; ; 4.300;8029;114.79138;+34.58435
  1573; 1.00061248; ; 3.140;8037;113.91551;-52.53384
  1574; 1.00061330; ; 4.620;8029;114.34213;-34.96853
  1575; 1.00061332; ;      ;8154;114.24088;-40.19207
  1576; 1.00061421; ;      ;8002;114.82549;+05.22499
  1576; 1.00061421; ;      ;8004;114.82549;+05.22499
  1576; 1.00061421; ;-0.280;8029;114.82549;+05.22499
  1576; 1.00061421; ;      ;8132;114.82549;+05.22499
  1580; 1.00061429;D; 4.780;8029;114.57519;-25.36480
  1581; 1.00061497; ; 4.770;8029;115.75173;+58.71036
  1582; 1.00061555;D; 4.000;8029;114.70562;-26.80183
  1583; 1.00061913; ; 2.540;8029;115.51341;+14.20850
  1584; 1.00061935; ; 2.640;8029;115.31180;-09.55113
  1584; 1.00061935; ;      ;8132;115.31180;-09.55113
  1586; 1.00062044; ; 2.790;8029;115.82803;+28.88351
  1587; 1.00062345;D; 2.410;8029;116.11189;+24.39799
  1588; 1.00062509; ;      ;8002;116.32896;+28.02620
  1588; 1.00062509; ;      ;8004;116.32896;+28.02620
  1588; 1.00062509; ;-0.110;8029;116.32896;+28.02620
  1588; 1.00062509; ;-0.110;8057;116.32896;+28.02620
  1592; 1.00062576; ; 2.310;8029;115.88494;-28.41088
  1592; 1.00062576; ;      ;8132;115.88494;-28.41088
  1594; 1.00062623; ; 3.470;8029;115.95195;-28.95483
  1594; 1.00062623; ;      ;8111;115.95195;-28.95483
  1596; 1.00062721; ; 2.890;8029;116.53103;+18.51004
  1597; 1.00063295; ; 2.630;8037;115.45525;-72.60610
  1598; 1.00063462; ; 4.390;8029;117.02153;-25.93717
  1598; 1.00063462; ; 4.390;8049;117.02153;-25.93717
  1598; 1.00063462; ;      ;8111;117.02153;-25.93717
  1598; 1.00063462; ; 4.400;8062;117.02153;-25.93717
  1598; 1.00063462; ; 4.350;8062;117.02153;-25.93717
  1603; 1.00063700; ; 1.920;8029;117.32356;-24.85979
  1603; 1.00063700; ;      ;8132;117.32356;-24.85979
  1605; 1.00063744; ; 3.380;8029;117.08400;-47.07772
  1606; 1.00063922; ; 4.360;8029;117.30956;-46.37321
  1607; 1.00064096; ; 4.280;8029;117.94293;-13.89803
  1608; 1.00064145; ; 4.800;8029;118.37423;+26.76578
  1609; 1.00064440; ; 2.360;8029;118.05431;-40.57579
  1610; 1.00064503; ; 4.730;8029;118.16103;-38.86281
  1611; 1.00064740; ; 4.970;8029;118.26514;-49.61304
  1612; 1.00064760; ; 4.380;8029;118.32566;-48.10293
  1612; 1.00064760; ;      ;8144;118.32566;-48.10293
  1614; 1.00065228; ; 3.240;8029;119.21475;-22.88012
  1615; 1.00065456; ; 4.440;8029;119.41711;-30.33457
  1616; 1.00065575; ; 3.700;8037;119.19464;-52.98236
  1617; 1.00065583; ; 5.980;8043;120.13387;+29.21236
  1618; 1.00065699; ;      ;8154;119.77381;-23.31040
  1619; 1.00065810; ; 4.400;8029;119.96688;-18.39923
  1620; 1.00065875; ;      ;8111;120.18389;-02.88192
  1620; 1.00065875; ; 6.610;8062;120.18389;-02.88192
  1620; 1.00065875; ; 6.500;8062;120.18389;-02.88192
  1623; 1.00065953; ; 2.670;8029;120.30556;-01.39261
  1624; 1.00066141; ; 2.720;8029;120.56640;+02.33457
  1625; 1.00066591; ; 5.060;8037;120.08319;-63.56746
  1626; 1.00066811; ; 2.590;8029;120.89603;-40.00315
  1627; 1.00067006; ; 4.730;8029;122.11436;+51.50667
  1628; 1.00067036; ;      ;8154;121.25166;-29.94671
  1629; 1.00067523;V; 2.250;8029;121.88604;-24.30432
  1630; 1.00067594; ; 3.130;8029;122.14853;-02.98379
  1630; 1.00067594; ;      ;8134;122.14853;-02.98379
  1632; 1.00067728; ; 6.070;8153;122.15687;-19.83991
  1633; 1.00067736; ; 6.730;8121;122.00140;-35.21106
  1634; 1.00067797; ; 4.570;8029;122.25682;-19.24501
  1635; 1.00067888; ; 6.250;8049;122.15684;-37.68122
  1635; 1.00067888; ; 6.220;8062;122.15684;-37.68122
  1635; 1.00067888; ; 6.200;8062;122.15684;-37.68122
  1638; 1.00068243; ; 4.560;8029;122.37219;-47.34529
  1639; 1.00068273; ; 2.000;8029;122.38313;-47.33659
  1639; 1.00068273; ; 1.900;8050;122.38313;-47.33659
  1641; 1.00068290; ; 3.510;8029;122.81794;-12.92700
  1642; 1.00068456; ; 4.090;8037;122.25279;-61.30243
  1643; 1.00068468; ;      ;8111;123.00164;-14.16899
  1644; 1.00068520; ; 4.470;8037;121.98247;-68.61706
  1645; 1.00068553; ; 2.350;8029;122.83956;-39.61855
  1646; 1.00068601; ; 4.290;8029;122.85789;-42.98728
  1647; 1.00068980; ; 4.770;8029;123.37299;-35.89952
  1647; 1.00068980; ; 4.660;8049;123.37299;-35.89952
  1647; 1.00068980; ;      ;8111;123.37299;-35.89952
  1647; 1.00068980; ; 4.930;8062;123.37299;-35.89952
  1647; 1.00068980; ; 4.670;8062;123.37299;-35.89952
  1652; 1.00069142; ; 2.960;8029;123.51217;-40.34789
  1653; 1.00069190; ;      ;8142;123.55131;-41.70806
  1654; 1.00069243;V; 1.990;8038;124.14095;+11.72624
  1654; 1.00069243;V; 2.230;8048;124.14095;+11.72624
  1656; 1.00069267; ; 1.630;8029;124.12884;+09.18554
  1656; 1.00069267; ; 1.630;8037;124.12884;+09.18554
  1656; 1.00069267; ; 1.640;8050;124.12884;+09.18554
  1656; 1.00069267; ; 1.630;8057;124.12884;+09.18554
  1656; 1.00069267; ; 1.610;8059;124.12884;+09.18554
  1656; 1.00069267; ;      ;8083;124.12884;+09.18554
  1662; 1.00070060; ; 4.110;8029;124.63880;-36.65929
  1663; 1.00070272; ; 2.170;8029;125.70879;+43.18813
  1664; 1.00070442; ; 4.490;8029;125.33843;-20.07906
  1665; 1.00070486; ; 9.050;8121;125.18840;-39.13951
  1666; 1.00070514; ; 3.670;8037;124.57836;-65.61319
  1667; 1.00070555; ; 3.080;8029;125.34594;-33.05437
  1668; 1.00070930;D; 4.990;8029;125.63205;-48.49038
  1669; 1.00071072; ;      ;8111;126.25165;-12.76478
  1670; 1.00071115; ; 3.940;8029;126.47820;+07.56451
  1671; 1.00071129; ;-0.190;8037;125.62848;-59.50948
  1671; 1.00071129; ;-0.190;8050;125.62848;-59.50948
  1673; 1.00071155; ; 3.920;8029;126.41513;-03.90642
  1673; 1.00071155; ;      ;8132;126.41513;-03.90642
  1675; 1.00071243; ; 3.440;8037;124.63146;-76.91972
  1676; 1.00071250; ; 2.470;8029;126.68308;+12.65461
  1677; 1.00071369; ; 2.250;8029;127.56612;+60.71817
  1678; 1.00071458; ;      ;8154;126.57416;-32.94679
  1679; 1.00071701; ; 2.940;8037;125.16059;-77.48448
  1680; 1.00071878; ; 2.370;8037;126.43414;-66.13689
  1681; 1.00072067; ; 6.040;8049;127.28153;-44.16041
  1681; 1.00072067; ; 6.060;8062;127.28153;-44.16041
  1681; 1.00072067; ; 6.030;8062;127.28153;-44.16041
  1684; 1.00072127; ; 5.490;8037;127.37500;-44.73333
  1685; 1.00072350; ; 6.230;8037;127.66346;-44.73732
  1685; 1.00072350; ; 6.230;8039;127.66346;-44.73732
  1687; 1.00072905; ; 4.790;8029;129.79877;+65.02091
  1688; 1.00073108; ; 3.090;8029;130.05341;+64.32794
  1689; 1.00073155; ; 3.360;8029;128.68166;-49.94420
  1690; 1.00073262; ; 4.120;8029;129.41403;+05.70378
  1691; 1.00073389; ; 3.610;8037;128.83211;-58.00923
  1692; 1.00073390; ; 5.460;8037;128.81482;-58.22473
  1692; 1.00073390; ; 5.460;8039;128.81482;-58.22473
  1694; 1.00073471; ; 2.980;8029;129.68932;+03.34144
  1695; 1.00073634; ; 3.830;8029;129.41097;-42.98908
  1696; 1.00074006; ; 2.840;8029;130.02560;-35.30835
  1697; 1.00074137; ; 3.530;8029;130.43057;-15.94338
  1698; 1.00074180; ; 2.600;8029;130.15654;-46.64874
  1699; 1.00074198; ; 4.600;8029;130.82144;+21.46850
  1700; 1.00074272; ; 4.370;8029;130.30471;-47.31712
  1700; 1.00074272; ;      ;8144;130.30471;-47.31712
  1702; 1.00074280; ; 4.560;8029;130.80615;+03.39866
  1702; 1.00074280; ; 4.560;8037;130.80615;+03.39866
  1702; 1.00074280; ; 4.570;8050;130.80615;+03.39866
  1702; 1.00074280; ; 4.550;8059;130.80615;+03.39866
  1702; 1.00074280; ;      ;8083;130.80615;+03.39866
  1707; 1.00074375; ; 4.480;8037;130.15428;-59.76100
  1708; 1.00074395; ; 3.520;8029;130.91822;-07.23373
  1709; 1.00074442; ; 2.620;8029;131.17125;+18.15431
  1710; 1.00074485; ; 4.940;8029;131.33926;+30.69775
  1711; 1.00074575; ; 3.930;8029;130.89807;-33.18639
  1712; 1.00074739;D; 2.780;8029;131.67425;+28.75990
  1713; 1.00074874;D; 2.390;8029;131.69379;+06.41881
  1714; 1.00074918; ; 3.180;8029;131.59391;-13.54772
  1714; 1.00074918; ;      ;8132;131.59391;-13.54772
  1716; 1.00074956;D; 1.870;8029;131.17594;-54.70882
  1716; 1.00074956;D; 1.860;8037;131.17594;-54.70882
  1718; 1.00075021; ; 4.320;8007;131.65138;-29.72811
  1718; 1.00075021; ; 4.380;8141;131.65138;-29.72811
  1720; 1.00075063; ; 3.730;8029;131.50685;-46.04153
  1721; 1.00075137; ; 4.390;8029;132.10821;+05.83781
  1722; 1.00075311; ; 4.760;8037;131.67729;-56.76978
  1722; 1.00075311; ; 4.760;8039;131.67729;-56.76978
  1722; 1.00075311; ; 4.610;8062;131.67729;-56.76978
  1722; 1.00075311; ; 4.740;8062;131.67729;-56.76978
  1726; 1.00075691; ; 2.390;8029;132.63301;-27.70984
  1727; 1.00075732;2;      ;8130;133.14921;+28.33082
  1728; 1.00075821; ; 5.340;8029;132.63942;-46.52919
  1729; 1.00076161; ; 6.120;8037;133.16086;-48.35910
  1729; 1.00076161; ; 6.120;8039;133.16086;-48.35910
  1731; 1.00076221;V; 2.990;8029;133.84534;+17.23128
  1732; 1.00076294; ; 1.900;8029;133.84844;+05.94556
  1733; 1.00076483; ; 4.710;8029;133.88154;-27.68187
  1734; 1.00076644; ; 2.850;8029;134.80189;+48.04183
  1735; 1.00076728; ; 3.950;8037;133.76178;-60.64461
  1736; 1.00076756; ; 4.080;8029;134.62176;+11.85770
  1736; 1.00076756; ; 4.080;8131;134.62176;+11.85770
  1738; 1.00076805; ; 4.850;8037;134.08026;-52.72348
  1739; 1.00076827; ; 2.030;8029;135.63622;+67.62962
  1740; 1.00076868; ;      ;8111;134.74721;+03.65611
  1741; 1.00076943; ; 3.350;8029;135.15988;+41.78291
  1741; 1.00076943; ;      ;8043;135.15988;+41.78291
  1743; 1.00077002; ; 5.240;8037;134.24341;-59.22934
  1743; 1.00077002; ; 5.240;8039;134.24341;-59.22934
  1745; 1.00077258; ; 3.490;8029;135.02254;-41.25361
  1746; 1.00077319; ; 9.170;8147;135.14012;-40.51881
  1747; 1.00077320; ; 6.230;8062;135.09273;-43.17399
  1747; 1.00077320; ; 6.160;8062;135.09273;-43.17399
  1749; 1.00077327; ; 3.520;8029;135.90636;+47.15652
  1750; 1.00077350; ; 5.480;8029;135.68444;+24.45292
  1751; 1.00077581; ;      ;8144;135.52858;-40.55470
  1751; 1.00077581; ; 6.050;8147;135.52858;-40.55470
  1753; 1.00077632; ; 9.850;8147;135.61775;-40.76259
  1754; 1.00077649; ;10.100;8147;135.63331;-40.82921
  1755; 1.00077912; ; 3.320;8029;136.63236;+38.45222
  1756; 1.00077996; ; 3.530;8097;136.49319;+05.09232
  1757; 1.00078004; ; 2.330;8029;136.03867;-47.09774
  1757; 1.00078004; ;      ;8132;136.03867;-47.09774
  1759; 1.00078045; ; 3.790;8037;135.61165;-66.39608
  1759; 1.00078045; ; 3.770;8121;135.61165;-66.39608
  1759; 1.00078045; ; 3.790;8131;135.61165;-66.39608
  1762; 1.00078146; ; 7.000;8153;136.43422;-28.08317
  1763; 1.00078154;D; 4.080;8029;137.59811;+67.13402
  1764; 1.00078209; ; 4.100;8029;137.21773;+51.60465
  1765; 1.00078235; ; 4.290;8097;137.00021;+29.65424
  1766; 1.00078362; ; 4.220;8029;137.72942;+63.51363
  1767; 1.00078479; ; 5.670;8097;137.25963;+17.46965
  1768; 1.00078515; ; 4.000;8097;137.33972;+22.04545
  1769; 1.00078541; ; 2.420;8029;137.01200;-25.85854
  1770; 1.00078647; ; 0.030;8029;136.99899;-43.43259
  1771; 1.00078712; ; 0.730;8057;137.66166;+30.96314
  1772; 1.00078764; ; 4.800;8037;136.40989;-70.53850
  1772; 1.00078764; ; 4.800;8062;136.40989;-70.53850
  1772; 1.00078764; ; 4.870;8062;136.40989;-70.53850
  1775; 1.00078791; ; 3.620;8037;136.28672;-72.60271
  1775; 1.00078791; ; 3.600;8146;136.28672;-72.60271
  1777; 1.00079096; ; 5.500;8097;138.07312;+14.99604
  1778; 1.00079186; ; 4.490;8029;137.76833;-44.86790
